uptime;angle;pulse_us;done
19712721;96;1566;0
19721820;122;1855;0
19732494;109;1711;0
19741808;120;1833;0
19752517;135;2000;0
19762006;122;1855;0
19772522;117;1800;0
19781820;121;1844;0
19792937;135;2000;0
19801859;124;1877;0
19812805;105;1666;0
19821939;123;1866;0
19841931;135;2000;0
19851939;123;1866;0
19862216;79;1377;0
19871909;120;1833;0
19881955;123;1866;0
19891921;119;1822;0
19902330;135;2000;0
19912098;122;1855;0
19921937;135;2000;0
19931915;125;1888;0
19941926;127;1911;0
19951921;125;1888;0
19962167;64;1211;0
19971923;119;1822;0
19981949;135;2000;0
19991922;124;1877;0
20002323;84;1433;0
20012112;120;1833;0
20021923;135;2000;0
20031913;125;1888;0
20041941;127;1911;0
20051911;126;1900;0
20062207;81;1400;0
20071927;120;1833;0
20081938;132;1966;0
20091921;122;1855;0
20101935;126;1900;0
20112489;123;1866;0
20121958;89;1488;0
20131921;120;1833;0
20142608;135;2000;0
20151934;122;1855;0
20162824;135;2000;0
20171811;124;1877;0
20182499;95;1555;0
20191806;123;1866;0
20203060;106;1677;0
20211998;120;1833;0
20222983;133;1977;0
20231923;125;1888;0
20242633;72;1300;0
20252336;120;1833;0
20262934;135;2000;0
20271808;125;1888;0
20292774;102;1633;0
20301825;122;1855;0
20312724;86;1455;0
20321818;119;1822;0
20332872;135;2000;0
20341808;123;1866;0
20352668;135;2000;0
20362102;124;1877;0
20372624;76;1344;0
20382323;120;1833;0
20392619;133;1977;0
20401923;123;1866;0
20413243;91;1511;0
20421821;120;1833;0
20432899;121;1844;0
20441839;120;1833;0
20452642;135;2000;0
20512866;124;1877;0
20522046;119;1822;0
20531929;124;1877;0
20543077;112;1744;0
20551956;123;1866;0
20562852;113;1755;0
20571814;121;1844;0
20582502;107;1688;0
20591821;120;1833;0
20602550;135;2000;0
20612414;125;1888;0
20622551;127;1911;0
20631808;126;1900;0
20642524;64;1211;0
20652219;119;1822;0
20663243;135;2000;0
20671823;122;1855;0
20682634;135;2000;0
20691912;125;1888;0
20702639;128;1922;0
20712212;125;1888;0
20722690;78;1366;0
20731921;120;1833;0
20742624;135;2000;0
20752349;123;1866;0
20762824;134;1988;0
20771817;123;1866;0
20782527;73;1311;0
20791837;119;1822;0
20802516;135;2000;0
20812027;121;1844;0
20822513;135;2000;0
20831803;124;1877;0
20842497;97;1577;0
20851814;122;1855;0
20863074;102;1633;0
20871828;120;1833;0
20882645;118;1811;0
20891899;119;1822;0
20902616;128;1922;0
20912209;120;1833;0
20922603;135;2000;0
20931925;122;1855;0
20942641;104;1655;0
20951942;121;1844;0
20963170;135;2000;0
20971827;125;1888;0
20982517;82;1411;0
20991812;121;1844;0
21002527;135;2000;0
21011987;126;1900;0
21022540;116;1788;0
21031845;125;1888;0
21042531;78;1366;0
21051812;120;1833;0
21062703;110;1722;0
21072189;119;1822;0
21082492;118;1811;0
21091839;120;1833;0
21102534;135;2000;0
21112122;126;1900;0
21122527;71;1288;0
21131815;121;1844;0
21142500;135;2000;0
21151817;122;1855;0
21162653;100;1611;0
21172199;120;1833;0
21182519;135;2000;0
21191826;123;1866;0
21202521;108;1700;0
21211994;120;1833;0
21222523;100;1611;0
21231822;119;1822;0
21242478;126;1900;0
21251804;120;1833;0
21263191;133;1977;0
21272212;122;1855;0
21282612;99;1600;0
21291921;119;1822;0
21302648;133;1977;0
21312221;123;1866;0
21322605;133;1977;0
21331908;125;1888;0
21343095;115;1777;0
21351922;124;1877;0
21362790;107;1688;0
21372223;123;1866;0
21382933;133;1977;0
21391827;125;1888;0
21402645;107;1688;0
21412538;123;1866;0
21423134;133;1977;0
21431922;125;1888;0
21442606;80;1388;0
21452361;122;1855;0
21462864;135;2000;0
21471805;124;1877;0
21482506;78;1366;0
21492690;120;1833;0
