uptime;angle;pulse_us;done
19502257;64;1211;0
19513181;82;1411;0
19522249;66;1233;0
19532990;62;1188;0
19542274;65;1222;0
19552573;63;1200;0
19562464;64;1211;0
19573479;92;1522;0
19582235;68;1255;0
19593078;79;1377;0
19602417;69;1266;0
19613339;51;1066;0
19622230;67;1244;0
19632986;86;1455;0
19642288;68;1255;0
19653034;62;1188;0
19662533;67;1244;0
19673017;72;1300;0
19682728;67;1244;0
19692991;50;1055;0
19702260;66;1233;0
19713206;94;1544;0
19722253;68;1255;0
19732989;81;1400;0
19742235;70;1277;0
19753014;54;1100;0
19762455;68;1255;0
19772999;73;1311;0
19782243;69;1266;0
19793457;50;1055;0
19802303;66;1233;0
19813292;85;1444;0
19822376;67;1244;0
19842422;52;1077;0
19852371;65;1222;0
19862699;111;1733;0
19872332;70;1277;0
19882427;65;1222;0
19892382;69;1266;0
19902870;54;1100;0
19912549;68;1255;0
19922422;50;1055;0
19932349;65;1222;0
19942403;63;1200;0
19952356;65;1222;0
19962672;126;1900;0
19972362;71;1288;0
19982442;50;1055;0
19992363;66;1233;0
20002857;106;1677;0
20012567;70;1277;0
20022401;50;1055;0
20032350;65;1222;0
20052354;66;1233;0
20062711;107;1688;0
20072356;68;1255;0
20082423;58;1144;0
20092377;68;1255;0
20102393;64;1211;0
20112940;67;1244;0
20122454;101;1622;0
20132361;70;1277;0
20143099;49;1044;0
20152363;66;1233;0
20163330;51;1066;0
20172250;66;1233;0
20182978;97;1577;0
20192241;69;1266;0
20203474;84;1433;0
20212464;70;1277;0
20223489;50;1055;0
20232384;65;1222;0
20243106;118;1811;0
20252748;70;1277;0
20263426;50;1055;0
20272242;65;1222;0
20293282;88;1477;0
20302255;68;1255;0
20313222;104;1655;0
20322250;71;1288;0
20333383;50;1055;0
20342245;67;1244;0
20353161;50;1055;0
20362587;66;1233;0
20373102;114;1766;0
20382737;70;1277;0
20393097;50;1055;0
20402365;67;1244;0
20413662;99;1600;0
20422268;70;1277;0
20433419;69;1266;0
20442286;70;1277;0
20453142;50;1055;0
20513350;66;1233;0
20522515;71;1288;0
20532374;66;1233;0
20543589;78;1366;0
20552396;67;1244;0
20563377;75;1333;0
20572259;67;1244;0
20582976;83;1422;0
20592274;70;1277;0
20603045;50;1055;0
20612823;65;1222;0
20632238;66;1233;0
20643011;126;1900;0
20652669;71;1288;0
20663660;50;1055;0
20672274;68;1255;0
20683131;50;1055;0
20692347;65;1222;0
20703102;62;1188;0
20712665;65;1222;0
20723181;110;1722;0
20732370;68;1255;0
20743130;51;1066;0
20752811;67;1244;0
20763330;54;1100;0
20772240;65;1222;0
20783017;117;1800;0
20792294;71;1288;0
20803012;51;1066;0
20812486;69;1266;0
20823023;50;1055;0
20832245;66;1233;0
20842972;93;1533;0
20852253;68;1255;0
20863575;88;1477;0
20872290;70;1277;0
20883126;72;1300;0
20892335;71;1288;0
20903087;62;1188;0
20912688;70;1277;0
20923086;50;1055;0
20932365;68;1255;0
20943094;88;1477;0
20952383;71;1288;0
20963702;50;1055;0
20972254;65;1222;0
20982975;108;1700;0
20992254;69;1266;0
21003002;50;1055;0
21012416;64;1211;0
21023009;74;1322;0
21032292;65;1222;0
21043005;112;1744;0
21052249;70;1277;0
21063189;80;1388;0
21072663;71;1288;0
21082961;74;1322;0
21092280;72;1300;0
21103014;50;1055;0
21112588;64;1211;0
21123010;119;1822;0
21132259;69;1266;0
21142967;53;1088;0
21152259;68;1255;0
21163121;90;1500;0
21172652;70;1277;0
21183008;50;1055;0
21192266;67;1244;0
21202997;80;1388;0
21212440;68;1255;0
21222983;90;1500;0
21232254;71;1288;0
21242950;64;1211;0
21252231;70;1277;0
21263610;53;1088;0
21272702;68;1255;0
21283087;91;1511;0
21292361;71;1288;0
21303124;49;1044;0
21312691;65;1222;0
21323069;55;1111;0
21332341;65;1222;0
21343519;75;1333;0
21352380;66;1233;0
21363278;85;1444;0
21372632;69;1266;0
21383449;50;1055;0
21392279;65;1222;0
21403105;83;1422;0
21412951;67;1244;0
21423548;50;1055;0
21432358;65;1222;0
21443062;112;1744;0
21452775;70;1277;0
21463369;50;1055;0
